Incident Number,Priority,Resolving_Group,assignment_group_id,Resolving_group_id,open_date,Resolution Code,Configuration Item,Application Name,Application_Service_Owner,description,App Inst Comments,Open_month_year
IN33090819,Priority-4,GBM-HSS-HK-GHSSSupport,F5BC173E623511DDACD010000000C959,F5BC173E623511DDACD010000000C959,1488983447,Processing.Batch Restarted,HBME-MULTI-COUNTRY-HUB-GROUP-ONE,HUB Sales Solutions,Sumit KALE,HS647P1 job in error,"Naveen1 SHARMA, 05-May-2016 at 04:07: ConfirmedManojkumar R ACHARYA, 09-Dec-2014 at 06:39: Parent HUB application associated in order to bring consistency in reporting HUB. As discussed with Steve P Dickinson and David Wynne-JonesFDA Ownership updated after central team analysis of primary functions",Mar-2017
IN33090931,Priority-4,HTSE-CVM-DEV,11052B60585111E49AD210000000C959,11052B60585111E49AD210000000C959,1488983766,UnClassified.Advice Given to User,SAMS,Sales and Marketing System,Rob KELLAWAY,,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Mar-2017
IN33090983,Priority-4,-,0FADD25D7BA411DF813610000000C959,-,1488983963,-,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Mar-2017
IN33091902,Priority-3,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1488987492,Application/System Job resubmitted,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHIPPE01 reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=5riw1 (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Mar-2017
IN33092016,Priority-4,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1488987798,Processing.Data fixed,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWDMOCRD06 reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=5tapu (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Mar-2017
IN33092059,Priority-4,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1488987916,Batch Completed,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,,"43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Mar-2017
IN33093210,Priority-4,HOST-DS-CRDCOE-APPSUPPORT,B78AB7BF977211E58D8310000000C957,B78AB7BF977211E58D8310000000C957,1488992534,Processing.Data fixed,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Mar-2017
IN33093998,Priority-4,GBM-HSS-HK-GHSSSupport,F5BC173E623511DDACD010000000C959,F5BC173E623511DDACD010000000C959,1488996916,Processing.Batch Restarted,HBME-MULTI-COUNTRY-HUB-GROUP-ONE,HUB Sales Solutions,Sumit KALE,"kappa17 has produced the following alert CDC0001 Abnormal Subscription LBM01, please check.
 ","Naveen1 SHARMA, 05-May-2016 at 04:07: ConfirmedManojkumar R ACHARYA, 09-Dec-2014 at 06:39: Parent HUB application associated in order to bring consistency in reporting HUB. As discussed with Steve P Dickinson and David Wynne-JonesFDA Ownership updated after central team analysis of primary functions",Mar-2017
IN33094367,Priority-3,HOST-DS-CRDCOE-APPSUPPORT,B78AB7BF977211E58D8310000000C957,B78AB7BF977211E58D8310000000C957,1488999760,Unclassified Alert Investigated no Action,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,DFHSR0001 LQ01CI30 AN ABEND {CODE 0C4/AKEA} HAS OCCURRED AT OFFSET X FFFFFFFF IN PROGRAM DUACN000. This has been auto ticketed,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Mar-2017
IN33094680,Priority-4,GBM-HSS-HK-GHSSSupport,F5BC173E623511DDACD010000000C959,F5BC173E623511DDACD010000000C959,1489002241,Processing.Batch Restarted,HBME-MULTI-COUNTRY-HUB-GROUP-ONE,HUB Sales Solutions,Sumit KALE,"Investigate  : DMU0185 The allowed number of Transformation Server error messages has been exceeded.
 ","Naveen1 SHARMA, 05-May-2016 at 04:07: ConfirmedManojkumar R ACHARYA, 09-Dec-2014 at 06:39: Parent HUB application associated in order to bring consistency in reporting HUB. As discussed with Steve P Dickinson and David Wynne-JonesFDA Ownership updated after central team analysis of primary functions",Mar-2017
IN33094831,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1489003381,Processing.Batch Restarted,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M T N 3 0 ENDED with error CODE JCL,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Mar-2017
IN33094934,Priority-4,HOST-DS-CRDCOE-APPSUPPORT,B78AB7BF977211E58D8310000000C957,B78AB7BF977211E58D8310000000C957,1489004047,UnClassified.Advice Given to User,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Mar-2017
IN33095345,Priority-5,HBMX-SS-RTB-PARAMETERS LEAP,41216E38EE7211E2A6AF10000000C959,41216E38EE7211E2A6AF10000000C959,1489007874,Processing.File Resent,RTB HBMX HBMX SAS,SAS MX,Ruben SOTELO,,"Araceli PEREZV, 09-Dec-2016 at 07:18: complete35159718, 25-Jan-2016 at 18:22: Vendor packages reviewed - associated business software package software (BSP) created",Mar-2017
IN33095625,Priority-3,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1489010441,Application/System Job resubmitted,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHSTST6 reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=5wav5 (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Mar-2017
IN33095628,Priority-3,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1489010445,Application/System Job resubmitted,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHSTPS5 reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=5wazw (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Mar-2017
IN33095629,Priority-3,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1489010448,Application/System Job resubmitted,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHSTBSE reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=5waym (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Mar-2017
IN33095630,Priority-3,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1489010451,Application/System Job resubmitted,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHSTBSD reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=5wayw (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Mar-2017
IN33095631,Priority-3,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1489010454,Application/System Job resubmitted,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHSTBSA reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=5wayh (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Mar-2017
IN33095632,Priority-3,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1489010458,Application/System Job resubmitted,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHSTPS8 reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=5wb0d (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Mar-2017
IN33095633,Priority-3,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1489010461,Application/System Job resubmitted,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHSTPS9 reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=5wb08 (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Mar-2017
IN33095636,Priority-3,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1489010464,Application/System Job resubmitted,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHSMPS1 reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=5wadj (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Mar-2017
IN33095637,Priority-3,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1489010467,Application/System Job resubmitted,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHSMPS7 reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=5wads (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Mar-2017
IN33095639,Priority-3,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1489010471,Application/System Job resubmitted,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHSMIPD reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=5wabv (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Mar-2017
IN33095821,Priority-4,HTS-IT-Service-Desk,306B3B8E790511DDBF1E10000000C959,306B3B8E790511DDBF1E10000000C959,1489012002,Unclassified.Unable to Contact User when incident is resolved,HUBUAE,HUB Sales Solutions,Sumit KALE,,FDA Ownership updated after central team analysis of primary functions,Mar-2017
IN33096820,Priority-4,GBM-HSS-HK-GHSSSupport,F5BC173E623511DDACD010000000C959,F5BC173E623511DDACD010000000C959,1489021195,Unclassified Alert Investigated no Action,HBME-MULTI-COUNTRY-HUB-GROUP-ONE,HUB Sales Solutions,Sumit KALE,GCC : DMU0185 The allowed number of Transformation Server error messages has been exceeded.,"Naveen1 SHARMA, 05-May-2016 at 04:07: ConfirmedManojkumar R ACHARYA, 09-Dec-2014 at 06:39: Parent HUB application associated in order to bring consistency in reporting HUB. As discussed with Steve P Dickinson and David Wynne-JonesFDA Ownership updated after central team analysis of primary functions",Mar-2017
IN33096987,Priority-4,HTS-GHD-Password-Reset,C4D4FCD0BDFF11E1A85D10000000C959,C4D4FCD0BDFF11E1A85D10000000C959,1489022180,Password Reset,HUBDOH,HUB Sales Solutions,Sumit KALE,,"Naveen1 SHARMA, 05-May-2016 at 04:08: ConfirmedFDA Ownership updated after central team analysis of primary functions",Mar-2017
IN33097025,Priority-4,GBM-HSS-HK-GHSSSupport,F5BC173E623511DDACD010000000C959,F5BC173E623511DDACD010000000C959,1489022390,Unclassified Alert Investigated no Action,HBME-MULTI-COUNTRY-HUB-GROUP-ONE,HUB Sales Solutions,Sumit KALE,GCC : DMU0185 The allowed number of Transformation Server error messages has been exceeded.,"Naveen1 SHARMA, 05-May-2016 at 04:07: ConfirmedManojkumar R ACHARYA, 09-Dec-2014 at 06:39: Parent HUB application associated in order to bring consistency in reporting HUB. As discussed with Steve P Dickinson and David Wynne-JonesFDA Ownership updated after central team analysis of primary functions",Mar-2017
IN33097088,Priority-4,GBM-HSS-HK-GHSSSupport,F5BC173E623511DDACD010000000C959,F5BC173E623511DDACD010000000C959,1489022866,Processing.Batch Restarted,HBME-MULTI-COUNTRY-HUB-GROUP-ONE,HUB Sales Solutions,Sumit KALE,"kappa15 has produced the following alert CDC0001 Abnormal Subscription DOH01, please check.
HKE01
 ","Naveen1 SHARMA, 05-May-2016 at 04:07: ConfirmedManojkumar R ACHARYA, 09-Dec-2014 at 06:39: Parent HUB application associated in order to bring consistency in reporting HUB. As discussed with Steve P Dickinson and David Wynne-JonesFDA Ownership updated after central team analysis of primary functions",Mar-2017
IN33097138,Priority-4,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1489023131,Batch Completed,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,,"43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Mar-2017
IN33097152,Priority-4,GBM-HSS-HK-GHSSSupport,F5BC173E623511DDACD010000000C959,F5BC173E623511DDACD010000000C959,1489023180,Unclassified Alert Investigated no Action,HBME-MULTI-COUNTRY-HUB-GROUP-ONE,HUB Sales Solutions,Sumit KALE,GCC : DMU0185 The allowed number of Transformation Server error messages has been exceeded.,"Naveen1 SHARMA, 05-May-2016 at 04:07: ConfirmedManojkumar R ACHARYA, 09-Dec-2014 at 06:39: Parent HUB application associated in order to bring consistency in reporting HUB. As discussed with Steve P Dickinson and David Wynne-JonesFDA Ownership updated after central team analysis of primary functions",Mar-2017
IN33098149,Priority-4,GBM-HSS-HK-GHSSSupport,F5BC173E623511DDACD010000000C959,F5BC173E623511DDACD010000000C959,1489028092,Processing.Batch Restarted,HBME-MULTI-COUNTRY-HUB-GROUP-ONE,HUB Sales Solutions,Sumit KALE,"kappa17 has produced the following alert CDC0001 Abnormal Subscription LBM01, please check.
 ","Naveen1 SHARMA, 05-May-2016 at 04:07: ConfirmedManojkumar R ACHARYA, 09-Dec-2014 at 06:39: Parent HUB application associated in order to bring consistency in reporting HUB. As discussed with Steve P Dickinson and David Wynne-JonesFDA Ownership updated after central team analysis of primary functions",Mar-2017
IN33098879,Priority-4,HTS-GHD-Password-Reset,C4D4FCD0BDFF11E1A85D10000000C959,C4D4FCD0BDFF11E1A85D10000000C959,1489031745,Password Reset,HUBDOH,HUB Sales Solutions,Sumit KALE,,"Naveen1 SHARMA, 05-May-2016 at 04:08: ConfirmedFDA Ownership updated after central team analysis of primary functions",Mar-2017
IN33099276,Priority-4,HTS-IT-Service-Desk,306B3B8E790511DDBF1E10000000C959,306B3B8E790511DDBF1E10000000C959,1489034297,UnClassified.Advice Given to User,HUBDOH,HUB Sales Solutions,Sumit KALE,,"Naveen1 SHARMA, 05-May-2016 at 04:08: ConfirmedFDA Ownership updated after central team analysis of primary functions",Mar-2017
IN33099774,Priority-4,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1489037183,Processing.Request Actioned,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,,"43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Mar-2017
IN33099839,Priority-4,HOST-DS-CRDCOE-APPSUPPORT,B78AB7BF977211E58D8310000000C957,B78AB7BF977211E58D8310000000C957,1489037519,UnClassified.Duplicate Ticket,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Mar-2017
IN33100297,Priority-4,HOST-DS-CRDCOE-APPSUPPORT,B78AB7BF977211E58D8310000000C957,B78AB7BF977211E58D8310000000C957,1489039692,UnClassified.Advice Given to User,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Mar-2017
IN33100424,Priority-4,HTS-GHD-Password-Reset,C4D4FCD0BDFF11E1A85D10000000C959,C4D4FCD0BDFF11E1A85D10000000C959,1489040152,Unclassified.Referred to ITSR if this was the resolution to the incident,HUBDOH,HUB Sales Solutions,Sumit KALE,,"Naveen1 SHARMA, 05-May-2016 at 04:08: ConfirmedFDA Ownership updated after central team analysis of primary functions",Mar-2017
IN33101385,Priority-4,HTS-GHD-HTSA-Region,C580A756BDFF11E1A8D710000000C959,C580A756BDFF11E1A8D710000000C959,1489043387,UnClassified.Fault Resolved - No Actions Taken,ONEHSBC-BUSINESS-INTELLIGENCE-UAE,One HSBC Business Intelligence Customer Product Transaction,Najib NASREDDINE,,FDA Ownership updated after central team analysis of primary functions,Mar-2017
IN33101613,Priority-4,HOST-DS-CRDCOE-APPSUPPORT,B78AB7BF977211E58D8310000000C957,B78AB7BF977211E58D8310000000C957,1489044008,UnClassified.Advice Given to User,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Mar-2017
IN33102829,Priority-4,HOST-DS-CRDCOE-APPSUPPORT,B78AB7BF977211E58D8310000000C957,B78AB7BF977211E58D8310000000C957,1489047894,UnClassified.Advice Given to User,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Mar-2017
IN33103624,Priority-4,HTS-IT-Service-Desk,306B3B8E790511DDBF1E10000000C959,306B3B8E790511DDBF1E10000000C959,1489050248,Security.Account Reset,HUBDOH,HUB Sales Solutions,Sumit KALE,,"Naveen1 SHARMA, 05-May-2016 at 04:08: ConfirmedFDA Ownership updated after central team analysis of primary functions",Mar-2017
IN33104382,Priority-4,GBM-HSS-HK-GHSSSupport,F5BC173E623511DDACD010000000C959,F5BC173E623511DDACD010000000C959,1489052187,Assisted User,HUBDOH,HUB Sales Solutions,Sumit KALE,"Can you please help us to know whether Qatar client 001-518273-088 has traded in last three years? Any settlement transaction done on GHSS?
 ","Naveen1 SHARMA, 05-May-2016 at 04:08: ConfirmedFDA Ownership updated after central team analysis of primary functions",Mar-2017
IN33105244,Priority-3,GBM-HSS-HK-GHSSSupport,F5BC173E623511DDACD010000000C959,F5BC173E623511DDACD010000000C959,1489054545,Processing.Batch Restarted,HBME-MULTI-COUNTRY-HUB-GROUP-ONE,HUB Sales Solutions,Sumit KALE,CPA0702 RNX9001 received by procedure HSQ079P. (C D I R),"Naveen1 SHARMA, 05-May-2016 at 04:07: ConfirmedManojkumar R ACHARYA, 09-Dec-2014 at 06:39: Parent HUB application associated in order to bring consistency in reporting HUB. As discussed with Steve P Dickinson and David Wynne-JonesFDA Ownership updated after central team analysis of primary functions",Mar-2017
IN33105324,Priority-4,HTS-IT-Service-Desk,306B3B8E790511DDBF1E10000000C959,306B3B8E790511DDBF1E10000000C959,1489054780,Password Reset,HUBHKE,HUB Sales Solutions,Sumit KALE,,FDA Ownership updated after central team analysis of primary functions,Mar-2017
IN33105333,Priority-4,HOST-DS-CRDCOE-APPSUPPORT,B78AB7BF977211E58D8310000000C957,B78AB7BF977211E58D8310000000C957,1489054823,Processing.Data fixed,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Mar-2017
IN33105711,Priority-4,HTSN-SWH-RTB-CARDS-EU-HBEU,2EE229247BA411DFA27310000000C959,2EE229247BA411DFA27310000000C959,1489056115,UnClassified.Advice Given to User,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Mar-2017
IN33105723,Priority-4,HTS-IT-Service-Desk,306B3B8E790511DDBF1E10000000C959,306B3B8E790511DDBF1E10000000C959,1489056153,Unclassified.Unable to Contact User when incident is resolved,KPI-DB,KPI DB,Maggie1 M K WONG,,-,Mar-2017
IN33105865,Priority-4,HTSE-CVM-DEV,11052B60585111E49AD210000000C959,11052B60585111E49AD210000000C959,1489056676,UnClassified.Advice Given to User,SAMS,Sales and Marketing System,Rob KELLAWAY,,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Mar-2017
IN33106030,Priority-4,HTS-IT-Service-Desk,306B3B8E790511DDBF1E10000000C959,306B3B8E790511DDBF1E10000000C959,1489057203,Password Reset,HUBDOH,HUB Sales Solutions,Sumit KALE,,"Naveen1 SHARMA, 05-May-2016 at 04:08: ConfirmedFDA Ownership updated after central team analysis of primary functions",Mar-2017
IN33106301,Priority-4,HTS-IT-Service-Desk,306B3B8E790511DDBF1E10000000C959,306B3B8E790511DDBF1E10000000C959,1489058162,Unclassified.Referred to ITSR if this was the resolution to the incident,HUBHKE,HUB Sales Solutions,Sumit KALE,"Application - HUBHKE
Reset Platform - HUB
Issue - Password Locked
Authenticated the user: Yes
uid:CC90
uid doesnot belong to the user.
advised to raise GSR
Additional Information -",FDA Ownership updated after central team analysis of primary functions,Mar-2017
IN33106446,Priority-3,HOST-DS-CRDCOE-APPSUPPORT,B78AB7BF977211E58D8310000000C957,B78AB7BF977211E58D8310000000C957,1489058598,UnClassified.Advice Given to User,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Mar-2017
IN33106525,Priority-4,HTS-IT-Service-Desk,306B3B8E790511DDBF1E10000000C959,306B3B8E790511DDBF1E10000000C959,1489058884,Password Reset,HUBDOH,HUB Sales Solutions,Sumit KALE,,"Naveen1 SHARMA, 05-May-2016 at 04:08: ConfirmedFDA Ownership updated after central team analysis of primary functions",Mar-2017
IN33106532,Priority-4,GBM-HSS-HK-GHSSSupport,F5BC173E623511DDACD010000000C959,F5BC173E623511DDACD010000000C959,1489058892,Processing.Batch Restarted,HBME-MULTI-COUNTRY-HUB-GROUP-ONE,HUB Sales Solutions,Sumit KALE,"kappa15 has produced the following alert CDC0001 Abnormal Subscription DOH01, please check.
 ","Naveen1 SHARMA, 05-May-2016 at 04:07: ConfirmedManojkumar R ACHARYA, 09-Dec-2014 at 06:39: Parent HUB application associated in order to bring consistency in reporting HUB. As discussed with Steve P Dickinson and David Wynne-JonesFDA Ownership updated after central team analysis of primary functions",Mar-2017
IN33106595,Priority-4,HTS-IT-Service-Desk,306B3B8E790511DDBF1E10000000C959,306B3B8E790511DDBF1E10000000C959,1489059235,Password Reset,HUBDOH,HUB Sales Solutions,Sumit KALE,,"Naveen1 SHARMA, 05-May-2016 at 04:08: ConfirmedFDA Ownership updated after central team analysis of primary functions",Mar-2017
IN33106684,Priority-4,HTS-IT-Service-Desk,306B3B8E790511DDBF1E10000000C959,306B3B8E790511DDBF1E10000000C959,1489059423,Password Reset,HUBDOH,HUB Sales Solutions,Sumit KALE,,"Naveen1 SHARMA, 05-May-2016 at 04:08: ConfirmedFDA Ownership updated after central team analysis of primary functions",Mar-2017
IN33106704,Priority-4,HTS-IT-Service-Desk,306B3B8E790511DDBF1E10000000C959,306B3B8E790511DDBF1E10000000C959,1489059537,Password Reset,HUBDOH,HUB Sales Solutions,Sumit KALE,,"Naveen1 SHARMA, 05-May-2016 at 04:08: ConfirmedFDA Ownership updated after central team analysis of primary functions",Mar-2017
